ID	adj.P.Val	P.Value	t	B	logFC	ORF	SPOT_ID
DAG1	0.536	0.0061349	-2.947772	-2.2409	-0.17754348	DAG1	
LOC644473	0.536	0.0061515	-2.94669	-2.2431	-0.05928885	LOC644473	
SEPX1	0.536	0.0061522	-2.946645	-2.2432	-0.69982094	SEPX1	
UBE2H	0.536	0.0061888	2.944273	-2.248	0.27124037	UBE2H	
NCSTN	0.536	0.0061932	-2.94399	-2.2486	-0.23308005	NCSTN	
RALGDS	0.536	0.0062313	2.941537	-2.2536	0.31504207	RALGDS	
NLRC4	0.536	0.0062592	-2.939743	-2.2572	-0.43494139	NLRC4	
MGC34774	0.536	0.0062669	-2.939253	-2.2582	-0.07106405	MGC34774	
CIP29	0.536	0.006288	-2.937907	-2.2609	-0.19096028	CIP29	
C11ORF82	0.536	0.006299	-2.937209	-2.2623	-0.25036109	C11ORF82	
HS.560522	0.536	0.0063036	2.936913	-2.2629	0.10514732	HS.560522	
JPH4	0.536	0.0063229	-2.935688	-2.2654	-0.06956458	JPH4	
GOLGB1	0.536	0.0063399	2.934614	-2.2676	0.29911077	GOLGB1	
HS.441614	0.536	0.0063503	2.933958	-2.2689	0.21271225	HS.441614	
LPAR1	0.536	0.0063722	-2.932577	-2.2717	-0.26366703	LPAR1	
SEC23B	0.536	0.0063925	-2.931302	-2.2743	-0.33514511	SEC23B	
C10ORF30	0.536	0.0063976	2.93098	-2.2749	0.09187152	C10ORF30	
SHQ1	0.536	0.0063998	-2.930839	-2.2752	-0.2687169	SHQ1	
NAT5	0.536	0.0064096	-2.930228	-2.2765	-0.19028958	NAT5	
OTUD7A	0.536	0.0064322	2.928815	-2.2793	0.0701684	OTUD7A	
LOC650455	0.536	0.0064352	-2.928628	-2.2797	-0.07115757	LOC650455	
TIMP2	0.536	0.0064702	-2.926456	-2.2841	-0.6003354	TIMP2	
GMEB2	0.536	0.0064784	2.925944	-2.2851	0.25295581	GMEB2	
HS.47995	0.536	0.0064928	2.925056	-2.2869	0.15555802	HS.47995	
GLB1	0.536	0.0064939	-2.924989	-2.2871	-0.42911348	GLB1	
MRPS2	0.536	0.0064975	-2.924765	-2.2875	-0.20333534	MRPS2	
PCDHB16	0.536	0.0064994	-2.924649	-2.2877	-0.0573267	PCDHB16	
GLCE	0.536	0.0065306	-2.922723	-2.2916	-0.38581927	GLCE	
SLCO1B1	0.536	0.0065315	-2.922672	-2.2917	-0.0723345	SLCO1B1	
TTC39C	0.536	0.0065387	2.922225	-2.2927	0.21092549	TTC39C	
MOSC1	0.536	0.0065696	-2.920333	-2.2965	-0.73386077	MOSC1	
HS.25892	0.536	0.0065969	2.918669	-2.2998	0.65347761	HS.25892	
KLHDC9	0.536	0.0066013	-2.918402	-2.3004	-0.06904017	KLHDC9	
HS.543907	0.536	0.0066647	-2.91456	-2.3081	-0.08258734	HS.543907	
RTN4	0.536	0.0067066	-2.912041	-2.3132	-0.21912375	RTN4	
HEXDC	0.536	0.0067106	2.9118	-2.3137	0.3596357	HEXDC	
FAM20C	0.536	0.0067254	-2.910915	-2.3155	-0.2122449	FAM20C	
ATP6V0D1	0.536	0.0067476	-2.90959	-2.3182	-0.4939842	ATP6V0D1	
LOC647103	0.536	0.0067724	2.908111	-2.3211	0.07264116	LOC647103	
SLC12A1	0.536	0.0067774	2.907816	-2.3217	0.08688233	SLC12A1	
LOC653135	0.536	0.0067841	-2.907417	-2.3225	-0.07679821	LOC653135	
ALDH9A1	0.536	0.0067969	-2.906659	-2.3241	-0.22183403	ALDH9A1	
ALKBH1	0.536	0.0068021	-2.90635	-2.3247	-0.20475671	ALKBH1	
MAPK9	0.536	0.0068233	-2.905102	-2.3272	-0.19607686	MAPK9	
MIR548I4	0.536	0.0068308	-2.90466	-2.3281	-0.07175829	MIR548I4	
TKT	0.536	0.0068409	-2.904066	-2.3293	-0.36323332	TKT	
LOC100133672	0.536	0.0068662	2.902579	-2.3323	0.08886674	LOC100133672	
RPS18	0.536	0.006881	2.901713	-2.334	0.12416333	RPS18	
SUPT4H1	0.536	0.006889	-2.901244	-2.335	-0.32227704	SUPT4H1	
GNG7	0.536	0.0068917	2.901082	-2.3353	0.29323384	GNG7	
SF3A2	0.536	0.0068966	2.900802	-2.3359	0.15188169	SF3A2	
CRK	0.536	0.006909	-2.900074	-2.3373	-0.17477445	CRK	
ALOX12B	0.536	0.006919	2.899495	-2.3385	0.09069223	ALOX12B	
MAP4K5	0.536	0.0069191	2.899489	-2.3385	0.32307067	MAP4K5	
ATP5J	0.536	0.0069191	-2.899488	-2.3385	-0.16806535	ATP5J	
DUSP18	0.536	0.0069384	-2.898367	-2.3408	-0.29819068	DUSP18	
NDUFA7	0.536	0.0069408	-2.898224	-2.3411	-0.20236222	NDUFA7	
CLDN15	0.536	0.0069529	2.897524	-2.3425	0.31961424	CLDN15	
HS.559673	0.536	0.0069965	2.895006	-2.3475	0.08960397	HS.559673	
MBOAT7	0.536	0.0070109	-2.894177	-2.3492	-0.38577688	MBOAT7	
MAGEA12	0.536	0.0070205	2.893626	-2.3503	0.0667752	MAGEA12	
FRAT1	0.536	0.0070227	-2.893499	-2.3506	-0.26698023	FRAT1	
ZNF598	0.536	0.0070394	2.892542	-2.3525	0.17685904	ZNF598	
CCDC81	0.536	0.0070556	2.891614	-2.3544	0.07897973	CCDC81	
HS.303060	0.536	0.0070577	2.891496	-2.3546	0.11112634	HS.303060	
HSPC171	0.536	0.007061	-2.891306	-2.355	-0.21249642	HSPC171	
LOC650695	0.536	0.0070669	2.890971	-2.3557	0.07358993	LOC650695	
LOC643856	0.536	0.0070688	-2.890863	-2.3559	-0.14177787	LOC643856	
SLC26A2	0.536	0.0070779	2.890344	-2.3569	0.12660054	SLC26A2	
PPP1R9B	0.536	0.0071022	-2.888959	-2.3597	-0.19593015	PPP1R9B	
TNFRSF1A	0.536	0.0071148	-2.888246	-2.3611	-0.71742702	TNFRSF1A	
RTN1	0.536	0.0071269	-2.887559	-2.3625	-0.3868228	RTN1	
SNORD4A	0.536	0.00713	2.887381	-2.3629	0.42905587	SNORD4A	
RAB9A	0.536	0.0071748	-2.884857	-2.3679	-0.19129302	RAB9A	
C7ORF40	0.536	0.0071991	2.883489	-2.3707	0.62834707	C7ORF40	
PANK3	0.536	0.0072035	-2.883244	-2.3712	-0.09345107	PANK3	
LOC730534	0.536	0.007216	-2.882544	-2.3726	-0.16672829	LOC730534	
SUCLA2	0.536	0.007226	-2.881985	-2.3737	-0.34194309	SUCLA2	
VPS25	0.536	0.0072262	-2.881973	-2.3737	-0.28673656	VPS25	
LOC646947	0.536	0.0072836	-2.878777	-2.3801	-0.12457404	LOC646947	
LOC392787	0.536	0.0073074	-2.877459	-2.3828	-0.07985384	LOC392787	
MLLT6	0.536	0.0073098	2.877326	-2.3831	0.3282038	MLLT6	
TMEM47	0.536	0.0073466	-2.875298	-2.3871	-0.09217533	TMEM47	
RGAG4	0.536	0.0073474	-2.875257	-2.3872	-0.08462283	RGAG4	
NT5C3	0.536	0.0073594	2.874596	-2.3885	0.48144884	NT5C3	
TJP3	0.536	0.0073917	2.872827	-2.3921	0.18165826	TJP3	
CYHR1	0.536	0.0073987	-2.872442	-2.3928	-0.09735849	CYHR1	
HS.335525	0.536	0.0074064	2.872024	-2.3937	0.08774441	HS.335525	
FOXL2	0.536	0.0074226	-2.871138	-2.3955	-0.04998567	FOXL2	
S100A8	0.536	0.0074435	-2.869999	-2.3977	-0.21129729	S100A8	
LOC100131801	0.536	0.0074526	-2.869506	-2.3987	-0.13748301	LOC100131801	
FASTKD3	0.536	0.0074887	-2.867554	-2.4026	-0.19279931	FASTKD3	
DOCK5	0.536	0.00751	-2.866405	-2.4049	-0.13760468	DOCK5	
FASTK	0.536	0.007526	2.865543	-2.4067	0.24415289	FASTK	
GNAI2	0.536	0.0075286	-2.865401	-2.4069	-0.2598117	GNAI2	
TERF2	0.536	0.0075772	-2.862798	-2.4122	-0.24033335	TERF2	
DBI	0.536	0.0075815	-2.862565	-2.4126	-0.20408286	DBI	
SLC31A1	0.536	0.0075968	-2.861751	-2.4142	-0.24826331	SLC31A1	
LOC440804	0.536	0.0076118	-2.860952	-2.4158	-0.08526889	LOC440804	
LOC727820	0.536	0.0076236	2.860323	-2.4171	0.36898619	LOC727820	
HS.529631	0.536	0.0076392	2.859497	-2.4188	0.10129232	HS.529631	
KLHL8	0.536	0.0076565	-2.85858	-2.4206	-0.22448266	KLHL8	
EHD1	0.536	0.007679	2.857392	-2.423	0.2699026	EHD1	
ATP6V0E1	0.536	0.0076867	-2.856985	-2.4238	-0.23712726	ATP6V0E1	
FAM151B	0.536	0.0076868	-2.856977	-2.4238	-0.13796229	FAM151B	
FAM150A	0.536	0.0077193	2.85527	-2.4272	0.08017547	FAM150A	
CLIC1	0.536	0.0077428	-2.854036	-2.4297	-0.26430518	CLIC1	
LOC440348	0.536	0.007745	2.853922	-2.4299	0.57357379	LOC440348	
KCNV2	0.536	0.0077638	-2.852937	-2.4319	-0.11301225	KCNV2	
RTN3	0.536	0.0077649	-2.85288	-2.432	-0.29278638	RTN3	
TRHDE	0.536	0.0077664	-2.852802	-2.4321	-0.07590489	TRHDE	
SNORD1C	0.536	0.0077756	2.852323	-2.4331	0.08730419	SNORD1C	
MARCH4	0.536	0.0077797	-2.852107	-2.4335	-0.0720698	MARCH4	
FZD1	0.536	0.007816	-2.850221	-2.4373	-0.18243603	FZD1	
HS.531457	0.536	0.0078163	-2.850203	-2.4373	-0.29916984	HS.531457	
USP12	0.536	0.0078494	2.848493	-2.4407	0.27852569	USP12	
XDH	0.536	0.0078641	2.847729	-2.4423	0.1183944	XDH	
TMEM86B	0.536	0.007871	2.847374	-2.443	0.29618599	TMEM86B	
B3GALT4	0.536	0.0078857	-2.84662	-2.4445	-0.31843168	B3GALT4	
TRAFD1	0.536	0.0079111	-2.845313	-2.4471	-0.36637043	TRAFD1	
MLX	0.536	0.007948	-2.843426	-2.4508	-0.2351923	MLX	
RAE1	0.536	0.0079889	-2.841342	-2.455	-0.22854906	RAE1	
ZNF454	0.536	0.0080021	-2.840669	-2.4563	-0.10219253	ZNF454	
CCT6P1	0.536	0.0080159	2.839969	-2.4577	0.18100889	CCT6P1	
LOC100128353	0.536	0.0080196	-2.83978	-2.4581	-0.19986522	LOC100128353	
LOC644931	0.536	0.0080507	2.83821	-2.4612	0.47077576	LOC644931	
WDR25	0.536	0.0080566	-2.837911	-2.4618	-0.25182772	WDR25	
HMGA2	0.536	0.0080705	-2.83721	-2.4632	-0.07181252	HMGA2	
NRM	0.536	0.0081343	-2.83401	-2.4696	-0.22104581	NRM	
CRISPLD2	0.536	0.0081814	-2.831663	-2.4743	-0.6109448	CRISPLD2	
DHCR24	0.536	0.0081902	-2.831225	-2.4751	-0.18247256	DHCR24	
ELOVL1	0.536	0.0081998	-2.830747	-2.4761	-0.24453696	ELOVL1	
DPP10	0.536	0.0082107	2.830205	-2.4772	0.04738226	DPP10	
OR2T29	0.536	0.0082227	2.829611	-2.4783	0.06051489	OR2T29	
LOC339290	0.536	0.0082443	2.828547	-2.4805	0.42750116	LOC339290	
RAB28	0.536	0.0082466	-2.828431	-2.4807	-0.13552016	RAB28	
PSMB7	0.536	0.0082521	-2.828159	-2.4812	-0.22662565	PSMB7	
NBL1	0.536	0.0082557	2.827985	-2.4816	0.34065764	NBL1	
SLAIN2	0.536	0.0082593	-2.827806	-2.4819	-0.19805654	SLAIN2	
LOC645478	0.536	0.0082617	2.827688	-2.4822	0.10173626	LOC645478	
REXO1	0.536	0.0082641	2.827568	-2.4824	0.17021701	REXO1	
MRPL22	0.536	0.0082815	-2.826715	-2.4841	-0.15028879	MRPL22	
EMD	0.536	0.0082825	2.826666	-2.4842	0.24328792	EMD	
C14ORF109	0.536	0.0083247	-2.824594	-2.4883	-0.25109886	C14ORF109	
SLBP	0.536	0.0083423	-2.823735	-2.49	-0.17231256	SLBP	
LOC100129387	0.536	0.0083515	2.823286	-2.4909	0.084203	LOC100129387	
HS.534585	0.536	0.0083546	2.823136	-2.4912	0.10681634	HS.534585	
FCGR2A	0.536	0.0083709	-2.822342	-2.4928	-0.47681003	FCGR2A	
UBE2A	0.536	0.0083914	-2.821346	-2.4948	-0.29172396	UBE2A	
HLX	0.536	0.0083918	-2.821327	-2.4948	-0.37262627	HLX	
HEXB	0.536	0.0084039	-2.82074	-2.496	-0.25299815	HEXB	
PYCARD	0.536	0.0084231	-2.819808	-2.4978	-0.39236257	PYCARD	
LOC650459	0.536	0.0084261	2.819665	-2.4981	0.08010717	LOC650459	
LOC641298	0.536	0.0084411	2.818937	-2.4995	0.32196764	LOC641298	
CTSC	0.536	0.0084513	-2.818448	-2.5005	-0.37179771	CTSC	
TUSC2	0.536	0.0084556	-2.818238	-2.5009	-0.22616577	TUSC2	
PLA2G15	0.536	0.0084598	-2.818036	-2.5013	-0.28038479	PLA2G15	
LOC647839	0.536	0.0084966	2.816269	-2.5048	0.06443994	LOC647839	
NLGN2	0.536	0.0085042	2.815901	-2.5056	0.15451905	NLGN2	
LOC645273	0.536	0.008519	2.815196	-2.507	0.08518941	LOC645273	
MFGE8	0.536	0.0085392	2.814226	-2.5089	0.33860836	MFGE8	
C19ORF59	0.536	0.0085583	-2.813317	-2.5107	-0.70298643	C19ORF59	
RP2	0.536	0.0086118	-2.810777	-2.5157	-0.2772543	RP2	
LOC441282	0.536	0.0086193	-2.810419	-2.5164	-0.07157612	LOC441282	
FZD2	0.536	0.0086252	-2.810139	-2.517	-0.51061113	FZD2	
LOC731602	0.536	0.0086412	2.809383	-2.5185	0.06985841	LOC731602	
CLDN23	0.536	0.008645	-2.809203	-2.5188	-0.24946689	CLDN23	
LOC649192	0.536	0.008646	2.809157	-2.5189	0.0677659	LOC649192	
C6ORF61	0.536	0.0086488	-2.809027	-2.5192	-0.15226489	C6ORF61	
FLJ22662	0.536	0.0086953	-2.806838	-2.5235	-0.4892328	FLJ22662	
DKFZP564N2472	0.536	0.0087061	2.806329	-2.5245	0.07639336	DKFZP564N2472	
TMEM150C	0.536	0.0087144	2.805942	-2.5253	0.11827889	TMEM150C	
PRDX1	0.536	0.0087393	-2.804775	-2.5276	-0.36555077	PRDX1	
AUP1	0.536	0.0087637	2.803636	-2.5299	0.19374835	AUP1	
PRDM2	0.536	0.0087672	-2.803476	-2.5302	-0.10973235	PRDM2	
LOC390332	0.536	0.0087788	2.802932	-2.5313	0.08153956	LOC390332	
LAT2	0.536	0.0087925	-2.802296	-2.5325	-0.38779307	LAT2	
LAD1	0.536	0.0087938	-2.802237	-2.5326	-0.0615855	LAD1	
P2RY13	0.536	0.0087976	-2.802058	-2.533	-0.65556716	P2RY13	
LOC732441	0.536	0.0088152	2.801243	-2.5346	0.07735341	LOC732441	
TLK1	0.536	0.008828	2.80065	-2.5358	0.35571581	TLK1	
ACOT8	0.536	0.0088475	-2.799748	-2.5376	-0.18066958	ACOT8	
RCBTB2	0.536	0.0088524	-2.799523	-2.538	-0.3592417	RCBTB2	
AP3S2	0.536	0.0088708	-2.798672	-2.5397	-0.22659753	AP3S2	
ABCC12	0.536	0.0088794	2.798276	-2.5405	0.05636772	ABCC12	
FKBPL	0.536	0.0088953	-2.797544	-2.5419	-0.13037686	FKBPL	
LOC646448	0.536	0.0089848	2.79345	-2.55	0.06417783	LOC646448	
TRMT5	0.536	0.008987	-2.793353	-2.5502	-0.18025522	TRMT5	
ZDHHC3	0.536	0.0090019	-2.792672	-2.5515	-0.2893001	ZDHHC3	
TRPA1	0.536	0.009013	2.792171	-2.5525	0.07074517	TRPA1	
SERPINB10	0.536	0.0090478	-2.79059	-2.5557	-0.33203285	SERPINB10	
UQCRQ	0.536	0.0090634	-2.789888	-2.557	-0.17832728	UQCRQ	
TBC1D14	0.536	0.0090707	-2.789558	-2.5577	-0.22923955	TBC1D14	
SPR	0.536	0.0090817	-2.78906	-2.5587	-0.14431721	SPR	
COQ9	0.536	0.0090827	-2.789015	-2.5588	-0.27817111	COQ9	
PDIK1L	0.536	0.0091179	-2.787433	-2.5619	-0.19440545	PDIK1L	
LOC388152	0.536	0.0091232	-2.787197	-2.5624	-0.08267068	LOC388152	
LOC100132347	0.536	0.0091277	2.786995	-2.5627	0.18812956	LOC100132347	
PKD1P1	0.536	0.0091319	2.786804	-2.5631	0.15142024	PKD1P1	
PDE4B	0.536	0.0091544	2.785796	-2.5651	0.54522105	PDE4B	
C5ORF32	0.536	0.0091563	-2.785712	-2.5653	-0.33817929	C5ORF32	
GRN	0.536	0.0091686	-2.785163	-2.5664	-0.46562832	GRN	
LOC441408	0.536	0.0091797	-2.784665	-2.5673	-0.18223768	LOC441408	
STK32B	0.536	0.0091912	-2.784151	-2.5684	-0.11836694	STK32B	
ATP6AP2	0.536	0.0092161	-2.783044	-2.5705	-0.17406281	ATP6AP2	
CTNNA1	0.536	0.0092297	-2.782441	-2.5717	-0.4701898	CTNNA1	
WDYHV1	0.536	0.0092381	-2.782068	-2.5725	-0.15498209	WDYHV1	
FLJ10374	0.536	0.0092433	2.781836	-2.5729	0.25128093	FLJ10374	
LOC652800	0.536	0.0092451	-2.781758	-2.5731	-0.09883301	LOC652800	
FADS2	0.536	0.00926	-2.781097	-2.5744	-0.1079173	FADS2	
HIST1H2BH	0.536	0.0092865	2.779927	-2.5767	0.63837408	HIST1H2BH	
ATP6V1E1	0.536	0.0093003	-2.779318	-2.5779	-0.26350438	ATP6V1E1	
SCO1	0.536	0.0093023	-2.779227	-2.5781	-0.29242742	SCO1	
C1ORF190	0.536	0.0093196	-2.778467	-2.5796	-0.06688433	C1ORF190	
KCTD5	0.536	0.0093758	-2.776002	-2.5844	-0.24329827	KCTD5	
HS1BP3	0.536	0.0093759	-2.775997	-2.5844	-0.23055352	HS1BP3	
EVI2B	0.536	0.0093858	-2.775565	-2.5853	-0.26960463	EVI2B	
COQ2	0.536	0.0094015	-2.774878	-2.5866	-0.44766097	COQ2	
LOC651859	0.536	0.0094025	2.774833	-2.5867	0.10368368	LOC651859	
MLPH	0.536	0.0094076	2.774614	-2.5871	0.06815084	MLPH	
SEMA4B	0.536	0.0094282	-2.773714	-2.5889	-0.24752045	SEMA4B	
DCI	0.536	0.009474	-2.771725	-2.5928	-0.21575512	DCI	
CLIP4	0.536	0.0094799	-2.77147	-2.5933	-0.26309632	CLIP4	
LOC727851	0.536	0.009498	2.770689	-2.5949	0.06452729	LOC727851	
OSCAR	0.536	0.0094995	-2.770622	-2.595	-0.78619639	OSCAR	
C7ORF33	0.536	0.009527	2.769435	-2.5973	0.07697647	C7ORF33	
CTAGE6	0.536	0.0095465	2.768596	-2.599	0.08270201	CTAGE6	
SDHB	0.536	0.0095523	-2.768346	-2.5995	-0.20736971	SDHB	
GLRX2	0.536	0.0095778	-2.767251	-2.6016	-0.14078169	GLRX2	
XPO4	0.536	0.0095801	2.767151	-2.6018	0.16358828	XPO4	
LOC100130224	0.536	0.0095828	-2.767039	-2.602	-0.04397233	LOC100130224	
KCNK13	0.536	0.0096223	-2.765349	-2.6054	-0.25069912	KCNK13	
SNORD104	0.536	0.009627	2.765148	-2.6058	0.61758661	SNORD104	
PSRC1	0.536	0.009646	-2.764336	-2.6073	-0.12074723	PSRC1	
MAPBPIP	0.536	0.0096709	-2.763276	-2.6094	-0.30428424	MAPBPIP	
NFE2L1	0.536	0.0096783	-2.762961	-2.61	-0.35575801	NFE2L1	
PAQR4	0.536	0.009684	-2.76272	-2.6105	-0.4536477	PAQR4	
ITFG1	0.536	0.0096871	-2.762589	-2.6108	-0.17224182	ITFG1	
ZNF607	0.536	0.0097383	-2.760422	-2.615	-0.04824333	ZNF607	
NEK6	0.536	0.0097431	-2.760218	-2.6154	-0.13146562	NEK6	
F2RL1	0.536	0.0097997	-2.757835	-2.6201	-0.29225972	F2RL1	
LOC728765	0.536	0.0098019	2.757744	-2.6203	0.08420352	LOC728765	
LOC100130166	0.536	0.0098175	-2.757089	-2.6216	-0.1030496	LOC100130166	
GDE1	0.536	0.0098343	-2.756388	-2.6229	-0.33286359	GDE1	
NOP58	0.536	0.0098377	2.756244	-2.6232	0.36858351	NOP58	
U2AF1L2	0.536	0.0098522	2.755641	-2.6244	0.23669563	U2AF1L2	
HS.259679	0.536	0.009858	2.755398	-2.6249	0.33680223	HS.259679	
FBXO18	0.536	0.0098629	2.755191	-2.6253	0.14917732	FBXO18	
C17ORF62	0.536	0.0098852	-2.754263	-2.6271	-0.24128945	C17ORF62	
SLC2A1	0.536	0.0099095	2.753253	-2.6291	0.32126394	SLC2A1	
FTO	0.536	0.0099151	-2.75302	-2.6295	-0.24121916	FTO	
DHRS7B	0.536	0.0099169	-2.752946	-2.6297	-0.30717025	DHRS7B	
SIGLEC9	0.536	0.0099353	-2.752182	-2.6312	-0.3422544	SIGLEC9	
LOC649282	0.536	0.0099447	-2.751792	-2.632	-0.08801093	LOC649282	
UPB1	0.536	0.0099511	2.751525	-2.6325	0.86057316	UPB1	
S100A11	0.536	0.0099526	-2.751465	-2.6326	-0.6162449	S100A11	
LOC650776	0.536	0.0099859	2.750088	-2.6353	0.11602453	LOC650776	
CSNK2A1P	0.536	0.0099878	-2.750011	-2.6354	-0.11357064	CSNK2A1P	
NFX1	0.536	0.0099922	2.749832	-2.6358	0.15149669	NFX1	
THAP10	0.536	0.0100232	-2.748555	-2.6383	-0.08683831	THAP10	
EWSR1	0.536	0.010031	2.748234	-2.6389	0.10134142	EWSR1	
ETV3	0.536	0.0100492	2.747488	-2.6404	0.49470589	ETV3	
CEBPG	0.536	0.0100516	-2.747388	-2.6406	-0.20903397	CEBPG	
GAPDH	0.536	0.010066	-2.7468	-2.6417	-0.22950503	GAPDH	
C14ORF145	0.536	0.0100892	-2.745848	-2.6436	-0.11908125	C14ORF145	
REXO2	0.536	0.0100991	2.745444	-2.6444	0.16922499	REXO2	
KIAA2026	0.536	0.0101281	-2.744265	-2.6467	-0.1412655	KIAA2026	
FGL2	0.536	0.010159	-2.743007	-2.6492	-0.89053211	FGL2	
SIGLEC7	0.536	0.0101643	-2.742794	-2.6496	-0.28782606	SIGLEC7	
NUP93	0.536	0.0101779	-2.742242	-2.6506	-0.23687336	NUP93	
LOC651341	0.536	0.0101872	2.741866	-2.6514	0.07603502	LOC651341	
GNPAT	0.536	0.0101956	-2.741526	-2.652	-0.16760303	GNPAT	
CBR1	0.536	0.0102031	-2.74122	-2.6526	-0.27538907	CBR1	
DOLK	0.536	0.0102474	-2.739434	-2.6561	-0.18771524	DOLK	
HNRPH1	0.536	0.0102907	2.737696	-2.6595	0.4138139	HNRPH1	
ABCC6P2	0.536	0.010312	-2.73684	-2.6612	-0.08107607	ABCC6P2	
EIF4E2	0.536	0.0103168	-2.736649	-2.6616	-0.27318283	EIF4E2	
MYH11	0.536	0.0103422	-2.735634	-2.6636	-0.04521713	MYH11	
HS.580496	0.536	0.0103603	2.734914	-2.665	0.09663674	HS.580496	
FBXO41	0.536	0.0103729	2.73441	-2.666	0.09301233	FBXO41	
PLEKHM2	0.536	0.0103889	2.733774	-2.6672	0.27965545	PLEKHM2	
LOC100133270	0.536	0.0104157	2.732709	-2.6693	0.09299189	LOC100133270	
LOC644923	0.536	0.0104327	-2.732035	-2.6706	-0.0955601	LOC644923	
FLT3	0.536	0.0104355	-2.731928	-2.6708	-0.14608057	FLT3	
MID1IP1	0.536	0.0104383	-2.731815	-2.671	-0.44129342	MID1IP1	
OLIG1	0.536	0.010443	-2.731629	-2.6714	-0.55314716	OLIG1	
LOC644064	0.536	0.010454	-2.731192	-2.6722	-0.08305969	LOC644064	
ACTN4	0.536	0.0104591	-2.730992	-2.6726	-0.17614897	ACTN4	
VHL	0.536	0.0104825	2.730067	-2.6744	0.1842083	VHL	
TFRC	0.536	0.0105061	2.729141	-2.6762	0.37777026	TFRC	
TOR1A	0.536	0.0105206	-2.728571	-2.6773	-0.36286317	TOR1A	
RAP1GDS1	0.536	0.0105227	-2.728486	-2.6775	-0.12276658	RAP1GDS1	
PPP1R3D	0.536	0.0105283	-2.728269	-2.6779	-0.21425396	PPP1R3D	
FMO3	0.536	0.0105336	2.72806	-2.6783	0.06309668	FMO3	
SDHAF1	0.536	0.0105638	-2.726876	-2.6806	-0.29171217	SDHAF1	
HS.336593	0.536	0.0105814	-2.726187	-2.682	-0.10030731	HS.336593	
TNFRSF25	0.536	0.0105855	2.726029	-2.6823	0.59353973	TNFRSF25	
PAPSS1	0.536	0.0105897	-2.725863	-2.6826	-0.29195362	PAPSS1	
CDA	0.536	0.0105939	-2.725701	-2.6829	-0.59313398	CDA	
IL17C	0.536	0.0105972	2.725573	-2.6832	0.08359701	IL17C	
KIAA1826	0.536	0.0106092	-2.725103	-2.6841	-0.28574078	KIAA1826	
LOC100132973	0.536	0.0106236	-2.724544	-2.6852	-0.07132323	LOC100132973	
TMEM217	0.536	0.0106236	-2.724543	-2.6852	-0.0557726	TMEM217	
HS.574414	0.536	0.0106303	-2.724282	-2.6857	-0.09537871	HS.574414	
LOC653809	0.536	0.0106364	-2.724045	-2.6862	-0.07070565	LOC653809	
HS.560046	0.536	0.010639	2.723944	-2.6864	0.10374598	HS.560046	
C10ORF76	0.536	0.0106986	-2.721634	-2.6909	-0.15939706	C10ORF76	
SNX19	0.536	0.0107062	-2.721341	-2.6914	-0.2833165	SNX19	
EAF1	0.536	0.0107108	2.721159	-2.6918	0.40715441	EAF1	
OR13C8	0.536	0.0107264	2.720559	-2.693	0.08568131	OR13C8	
LOC728344	0.536	0.0107642	-2.719101	-2.6958	-0.09945118	LOC728344	
NPIP	0.536	0.0107849	2.718306	-2.6973	0.47009571	NPIP	
FAHD1	0.536	0.0107866	-2.718244	-2.6975	-0.26238009	FAHD1	
LOC646227	0.536	0.0107869	2.718231	-2.6975	0.06998515	LOC646227	
LRRC25	0.536	0.0108112	-2.717299	-2.6993	-0.78968983	LRRC25	
DGCR10	0.536	0.0108118	-2.717275	-2.6993	-0.05666118	DGCR10	
C14ORF142	0.536	0.0108377	-2.716284	-2.7013	-0.24405641	C14ORF142	
NUP214	0.536	0.010839	-2.716235	-2.7014	-0.44121485	NUP214	
C10ORF104	0.536	0.0108428	2.716091	-2.7017	0.23057639	C10ORF104	
BRDG1	0.536	0.0108483	2.71588	-2.7021	0.21464855	BRDG1	
ICMT	0.536	0.0108846	-2.714497	-2.7048	-0.33542501	ICMT	
C6ORF94	0.536	0.0109128	2.713425	-2.7068	0.05255637	C6ORF94	
LOC100132630	0.536	0.0109395	-2.712413	-2.7088	-0.05765132	LOC100132630	
ZKSCAN1	0.536	0.0109398	2.7124	-2.7088	0.12444881	ZKSCAN1	
BRD4	0.536	0.0109427	-2.712293	-2.709	-0.08511906	BRD4	
LOC728142	0.536	0.0109988	-2.710171	-2.7132	-0.13962876	LOC728142	
TMEM208	0.536	0.0110121	-2.709673	-2.7141	-0.22859497	TMEM208	
ALG8	0.536	0.0110477	-2.708336	-2.7167	-0.1163928	ALG8	
RASAL3	0.536	0.0110573	2.707974	-2.7174	0.22445896	RASAL3	
SEC11A	0.536	0.0110622	-2.707791	-2.7178	-0.21486326	SEC11A	
FANCD2	0.536	0.0110732	2.707378	-2.7186	0.14441232	FANCD2	
C15ORF24	0.536	0.0110842	-2.706968	-2.7194	-0.18455934	C15ORF24	
IGFBP7	0.536	0.0111301	-2.705253	-2.7227	-0.51042512	IGFBP7	
TNK2	0.536	0.011135	2.705071	-2.7231	0.28345565	TNK2	
AKR1B10	0.536	0.0111392	2.704913	-2.7234	0.07658946	AKR1B10	
LOC100133607	0.536	0.011174	2.703618	-2.7259	0.2839019	LOC100133607	
CRADD	0.536	0.0111796	-2.703412	-2.7263	-0.18764533	CRADD	
FAM118B	0.536	0.0111987	-2.702704	-2.7277	-0.17532168	FAM118B	
